2024-03-17 22:55:30,170:INFO:Launching server...
2024-03-17 22:56:26,723:INFO:Sending: e2cc215a:PING: to ('127.0.0.1', 61121)
2024-03-17 22:56:26,724:INFO:Received: e2cc215a:IDLE: from ('127.0.0.1', 61121)
2024-03-17 22:56:26,724:INFO:Sending: 02d51043:PING: to ('127.0.0.1', 61122)
2024-03-17 22:56:26,725:INFO:Received: 02d51043:IDLE: from ('127.0.0.1', 61122)
2024-03-17 22:56:26,725:INFO:Sending: 61068bdc:PING: to ('127.0.0.1', 61123)
2024-03-17 22:56:26,727:INFO:Received: 61068bdc:IDLE: from ('127.0.0.1', 61123)
2024-03-17 22:56:26,727:INFO:Sending: 793f9c4b:PING: to ('127.0.0.1', 61124)
2024-03-17 22:56:26,728:INFO:Received: 793f9c4b:IDLE: from ('127.0.0.1', 61124)
2024-03-17 22:56:26,729:INFO:Sending: 8fae01f0:PING: to ('127.0.0.1', 61125)
2024-03-17 22:56:26,730:INFO:Received: 8fae01f0:IDLE: from ('127.0.0.1', 61125)
2024-03-17 22:56:26,730:INFO:Sending: 75420354:ACK_JOB: to ('127.0.0.1', 52009)
2024-03-17 22:56:26,730:INFO:Sending job to: e2cc215a ('127.0.0.1', 61121) with iterations from 0 to 1805
2024-03-17 22:56:26,730:INFO:Sending: e2cc215a:JOB:75420354;343d9040a671c45832ee5381860e2996;0;1805;3 to ('127.0.0.1', 61121)
2024-03-17 22:56:26,732:INFO:Received: 75420354:PING: from ('127.0.0.1', 52009)
2024-03-17 22:56:26,732:INFO:Sending: 75420354:PONG: to ('127.0.0.1', 52009)
2024-03-17 22:56:26,732:INFO:Sending job to: 02d51043 ('127.0.0.1', 61122) with iterations from 1806 to 3610
2024-03-17 22:56:26,732:INFO:Sending: 02d51043:JOB:75420354;343d9040a671c45832ee5381860e2996;1806;3610;3 to ('127.0.0.1', 61122)
2024-03-17 22:56:26,733:INFO:Received: e2cc215a:ACK_JOB: from ('127.0.0.1', 61121)
2024-03-17 22:56:26,733:INFO:Job accepted by e2cc215a ('127.0.0.1', 61121)
2024-03-17 22:56:26,733:INFO:Sending job to: 61068bdc ('127.0.0.1', 61123) with iterations from 3611 to 5415
2024-03-17 22:56:26,733:INFO:Sending: 61068bdc:JOB:75420354;343d9040a671c45832ee5381860e2996;3611;5415;3 to ('127.0.0.1', 61123)
2024-03-17 22:56:26,734:INFO:Received: 02d51043:ACK_JOB: from ('127.0.0.1', 61122)
2024-03-17 22:56:26,734:INFO:Job accepted by 02d51043 ('127.0.0.1', 61122)
2024-03-17 22:56:26,734:INFO:Sending job to: 793f9c4b ('127.0.0.1', 61124) with iterations from 5416 to 7220
2024-03-17 22:56:26,734:INFO:Sending: 793f9c4b:JOB:75420354;343d9040a671c45832ee5381860e2996;5416;7220;3 to ('127.0.0.1', 61124)
2024-03-17 22:56:26,735:INFO:Received: 61068bdc:ACK_JOB: from ('127.0.0.1', 61123)
2024-03-17 22:56:26,735:INFO:Job accepted by 61068bdc ('127.0.0.1', 61123)
2024-03-17 22:56:26,735:INFO:Sending job to: 8fae01f0 ('127.0.0.1', 61125) with iterations from 7221 to 9025
2024-03-17 22:56:26,737:INFO:Sending: 8fae01f0:JOB:75420354;343d9040a671c45832ee5381860e2996;7221;9025;3 to ('127.0.0.1', 61125)
2024-03-17 22:56:26,737:INFO:Received: 793f9c4b:ACK_JOB: from ('127.0.0.1', 61124)
2024-03-17 22:56:26,737:INFO:Job accepted by 793f9c4b ('127.0.0.1', 61124)
2024-03-17 22:56:26,738:INFO:Received: 8fae01f0:ACK_JOB: from ('127.0.0.1', 61125)
2024-03-17 22:56:26,738:INFO:Job accepted by 8fae01f0 ('127.0.0.1', 61125)
2024-03-17 22:56:29,747:INFO:Received: 02d51043:RESULT:75420354;Psw123 from ('127.0.0.1', 61122)
2024-03-17 22:56:29,747:INFO:Job result: 75420354;Psw123 from 02d51043 ('127.0.0.1', 61122)
2024-03-17 22:56:29,747:INFO:Aborting all active workers
2024-03-17 22:56:29,747:INFO:Sending: e2cc215a:ABORT: to ('127.0.0.1', 61121)
2024-03-17 22:56:29,747:INFO:Sending: 61068bdc:ABORT: to ('127.0.0.1', 61123)
2024-03-17 22:56:29,747:INFO:Sending: 793f9c4b:ABORT: to ('127.0.0.1', 61124)
2024-03-17 22:56:29,747:INFO:Sending: 8fae01f0:ABORT: to ('127.0.0.1', 61125)
2024-03-17 22:56:30,736:INFO:Received: e2cc215a:ABORT:75420354 from ('127.0.0.1', 61121)
2024-03-17 22:56:30,736:INFO:Job 75420354 aborted by e2cc215a ('127.0.0.1', 61121)
2024-03-17 22:56:30,750:INFO:Received: 61068bdc:ABORT:75420354 from ('127.0.0.1', 61123)
2024-03-17 22:56:30,751:INFO:Job 75420354 aborted by 61068bdc ('127.0.0.1', 61123)
2024-03-17 22:56:31,737:INFO:Received: 75420354:PING: from ('127.0.0.1', 52009)
2024-03-17 22:56:31,737:INFO:Job 75420354 finished in 5.01 seconds
2024-03-17 22:56:31,737:INFO:Sending: 75420354:RESULT:Psw123 to ('127.0.0.1', 52009)
2024-03-17 22:56:32,755:INFO:Received: 8fae01f0:ABORT:75420354 from ('127.0.0.1', 61125)
2024-03-17 22:56:32,755:INFO:Job 75420354 aborted by 8fae01f0 ('127.0.0.1', 61125)
2024-03-17 22:56:33,756:INFO:Received: 793f9c4b:ABORT:75420354 from ('127.0.0.1', 61124)
2024-03-17 22:56:33,756:INFO:Job 75420354 aborted by 793f9c4b ('127.0.0.1', 61124)
2024-03-17 22:56:39,861:INFO:Received: 0:PING: from ('127.0.0.1', 52010)
2024-03-17 22:56:39,861:INFO:New client 900d4ef5 ('127.0.0.1', 52010) joined
2024-03-17 22:56:39,861:INFO:Sending: 900d4ef5:PONG: to ('127.0.0.1', 52010)
2024-03-17 22:56:39,874:INFO:Received: 900d4ef5:JOB:343d9040a671c45832ee5381860e2996;3 from ('127.0.0.1', 52010)
2024-03-17 22:56:39,875:INFO:New job added to queue: 900d4ef5, 343d9040a671c45832ee5381860e2996;3
2024-03-17 22:56:39,875:INFO:Sending: e2cc215a:PING: to ('127.0.0.1', 61121)
2024-03-17 22:56:39,877:INFO:Received: e2cc215a:IDLE: from ('127.0.0.1', 61121)
2024-03-17 22:56:39,878:INFO:Sending: 02d51043:PING: to ('127.0.0.1', 61122)
2024-03-17 22:56:39,879:INFO:Received: 02d51043:IDLE: from ('127.0.0.1', 61122)
2024-03-17 22:56:39,879:INFO:Sending: 61068bdc:PING: to ('127.0.0.1', 61123)
2024-03-17 22:56:39,880:INFO:Received: 61068bdc:IDLE: from ('127.0.0.1', 61123)
2024-03-17 22:56:39,880:INFO:Sending: 793f9c4b:PING: to ('127.0.0.1', 61124)
2024-03-17 22:56:39,883:INFO:Received: 793f9c4b:IDLE: from ('127.0.0.1', 61124)
2024-03-17 22:56:39,883:INFO:Sending: 8fae01f0:PING: to ('127.0.0.1', 61125)
2024-03-17 22:56:39,884:INFO:Received: 8fae01f0:IDLE: from ('127.0.0.1', 61125)
2024-03-17 22:56:39,884:INFO:Sending: 900d4ef5:ACK_JOB: to ('127.0.0.1', 52010)
2024-03-17 22:56:39,884:INFO:Sending job to: e2cc215a ('127.0.0.1', 61121) with iterations from 0 to 1805
2024-03-17 22:56:39,884:INFO:Sending: e2cc215a:JOB:900d4ef5;343d9040a671c45832ee5381860e2996;0;1805;3 to ('127.0.0.1', 61121)
2024-03-17 22:56:39,885:INFO:Received: 900d4ef5:PING: from ('127.0.0.1', 52010)
2024-03-17 22:56:39,885:INFO:Sending: 900d4ef5:PONG: to ('127.0.0.1', 52010)
2024-03-17 22:56:39,886:INFO:Sending job to: 02d51043 ('127.0.0.1', 61122) with iterations from 1806 to 3610
2024-03-17 22:56:39,886:INFO:Sending: 02d51043:JOB:900d4ef5;343d9040a671c45832ee5381860e2996;1806;3610;3 to ('127.0.0.1', 61122)
2024-03-17 22:56:39,886:INFO:Received: e2cc215a:ACK_JOB: from ('127.0.0.1', 61121)
2024-03-17 22:56:39,886:INFO:Job accepted by e2cc215a ('127.0.0.1', 61121)
2024-03-17 22:56:39,886:INFO:Sending job to: 61068bdc ('127.0.0.1', 61123) with iterations from 3611 to 5415
2024-03-17 22:56:39,887:INFO:Sending: 61068bdc:JOB:900d4ef5;343d9040a671c45832ee5381860e2996;3611;5415;3 to ('127.0.0.1', 61123)
2024-03-17 22:56:39,888:INFO:Received: e2cc215a:FAIL:900d4ef5 from ('127.0.0.1', 61121)
2024-03-17 22:56:39,888:INFO:Job result: FAIL from e2cc215a ('127.0.0.1', 61121)
2024-03-17 22:56:39,888:INFO:Sending job to: 793f9c4b ('127.0.0.1', 61124) with iterations from 5416 to 7220
2024-03-17 22:56:39,888:INFO:Sending: 793f9c4b:JOB:900d4ef5;343d9040a671c45832ee5381860e2996;5416;7220;3 to ('127.0.0.1', 61124)
2024-03-17 22:56:39,889:INFO:Received: 02d51043:ACK_JOB: from ('127.0.0.1', 61122)
2024-03-17 22:56:39,889:INFO:Job accepted by 02d51043 ('127.0.0.1', 61122)
2024-03-17 22:56:39,889:INFO:Sending job to: 8fae01f0 ('127.0.0.1', 61125) with iterations from 7221 to 9025
2024-03-17 22:56:39,889:INFO:Sending: 8fae01f0:JOB:900d4ef5;343d9040a671c45832ee5381860e2996;7221;9025;3 to ('127.0.0.1', 61125)
2024-03-17 22:56:39,890:INFO:Received: 61068bdc:ACK_JOB: from ('127.0.0.1', 61123)
2024-03-17 22:56:39,890:INFO:Job accepted by 61068bdc ('127.0.0.1', 61123)
2024-03-17 22:56:39,891:INFO:Received: 793f9c4b:ACK_JOB: from ('127.0.0.1', 61124)
2024-03-17 22:56:39,891:INFO:Job accepted by 793f9c4b ('127.0.0.1', 61124)
2024-03-17 22:56:39,891:INFO:Received: 61068bdc:RESULT:900d4ef5;Psw123 from ('127.0.0.1', 61123)
2024-03-17 22:56:39,891:INFO:Job result: 900d4ef5;Psw123 from 61068bdc ('127.0.0.1', 61123)
2024-03-17 22:56:39,891:INFO:Aborting all active workers
2024-03-17 22:56:39,891:INFO:Sending: 02d51043:ABORT: to ('127.0.0.1', 61122)
2024-03-17 22:56:39,891:INFO:Sending: 793f9c4b:ABORT: to ('127.0.0.1', 61124)
2024-03-17 22:56:39,892:INFO:Sending: 8fae01f0:ABORT: to ('127.0.0.1', 61125)
2024-03-17 22:56:39,893:INFO:Received: 8fae01f0:ACK_JOB: from ('127.0.0.1', 61125)
2024-03-17 22:56:39,893:INFO:Job accepted by 8fae01f0 ('127.0.0.1', 61125)
2024-03-17 22:56:39,894:INFO:Received: 8fae01f0:RESULT:900d4ef5;Psw123 from ('127.0.0.1', 61125)
2024-03-17 22:56:39,894:INFO:Job result: 900d4ef5;Psw123 from 8fae01f0 ('127.0.0.1', 61125)
2024-03-17 22:56:39,895:INFO:Aborting all active workers
2024-03-17 22:56:42,899:INFO:Received: 02d51043:ABORT:900d4ef5 from ('127.0.0.1', 61122)
2024-03-17 22:56:42,899:INFO:Job 900d4ef5 aborted by 02d51043 ('127.0.0.1', 61122)
2024-03-17 22:56:44,887:INFO:Received: 900d4ef5:PING: from ('127.0.0.1', 52010)
2024-03-17 22:56:44,887:INFO:Job 900d4ef5 finished in 5.01 seconds
2024-03-17 22:56:44,887:INFO:Sending: 900d4ef5:RESULT:Psw123 to ('127.0.0.1', 52010)
2024-03-17 22:56:44,903:INFO:Received: 793f9c4b:ABORT:900d4ef5 from ('127.0.0.1', 61124)
2024-03-17 22:56:44,903:INFO:Job 900d4ef5 aborted by 793f9c4b ('127.0.0.1', 61124)
2024-03-17 22:56:59,982:INFO:Received: 0:PING: from ('127.0.0.1', 65469)
2024-03-17 22:56:59,982:INFO:New client 9d8d7d4e ('127.0.0.1', 65469) joined
2024-03-17 22:56:59,982:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:56:59,996:INFO:Received: 9d8d7d4e:JOB:343d9040a671c45832ee5381860e2996;3 from ('127.0.0.1', 65469)
2024-03-17 22:56:59,996:INFO:New job added to queue: 9d8d7d4e, 343d9040a671c45832ee5381860e2996;3
2024-03-17 22:56:59,996:INFO:Sending: e2cc215a:PING: to ('127.0.0.1', 61121)
2024-03-17 22:56:59,998:INFO:Received: e2cc215a:IDLE: from ('127.0.0.1', 61121)
2024-03-17 22:56:59,998:INFO:Sending: 02d51043:PING: to ('127.0.0.1', 61122)
2024-03-17 22:57:00,000:INFO:Received: 02d51043:IDLE: from ('127.0.0.1', 61122)
2024-03-17 22:57:00,000:INFO:Sending: 61068bdc:PING: to ('127.0.0.1', 61123)
2024-03-17 22:57:00,001:INFO:Received: 61068bdc:IDLE: from ('127.0.0.1', 61123)
2024-03-17 22:57:00,001:INFO:Sending: 793f9c4b:PING: to ('127.0.0.1', 61124)
2024-03-17 22:57:00,002:INFO:Received: 793f9c4b:IDLE: from ('127.0.0.1', 61124)
2024-03-17 22:57:00,002:INFO:Sending: 8fae01f0:PING: to ('127.0.0.1', 61125)
2024-03-17 22:57:00,004:INFO:Received: 8fae01f0:IDLE: from ('127.0.0.1', 61125)
2024-03-17 22:57:00,004:INFO:Sending: 9d8d7d4e:ACK_JOB: to ('127.0.0.1', 65469)
2024-03-17 22:57:00,004:INFO:Sending job to: e2cc215a ('127.0.0.1', 61121) with iterations from 0 to 1805
2024-03-17 22:57:00,004:INFO:Sending: e2cc215a:JOB:9d8d7d4e;343d9040a671c45832ee5381860e2996;0;1805;3 to ('127.0.0.1', 61121)
2024-03-17 22:57:00,004:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:00,004:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:57:00,004:INFO:Sending job to: 02d51043 ('127.0.0.1', 61122) with iterations from 1806 to 3610
2024-03-17 22:57:00,006:INFO:Sending: 02d51043:JOB:9d8d7d4e;343d9040a671c45832ee5381860e2996;1806;3610;3 to ('127.0.0.1', 61122)
2024-03-17 22:57:00,006:INFO:Received: e2cc215a:ACK_JOB: from ('127.0.0.1', 61121)
2024-03-17 22:57:00,006:INFO:Job accepted by e2cc215a ('127.0.0.1', 61121)
2024-03-17 22:57:00,006:INFO:Sending job to: 61068bdc ('127.0.0.1', 61123) with iterations from 3611 to 5415
2024-03-17 22:57:00,006:INFO:Sending: 61068bdc:JOB:9d8d7d4e;343d9040a671c45832ee5381860e2996;3611;5415;3 to ('127.0.0.1', 61123)
2024-03-17 22:57:00,010:INFO:Received: 61068bdc:ACK_JOB: from ('127.0.0.1', 61123)
2024-03-17 22:57:00,010:INFO:Job accepted by 61068bdc ('127.0.0.1', 61123)
2024-03-17 22:57:00,010:INFO:Sending job to: 793f9c4b ('127.0.0.1', 61124) with iterations from 5416 to 7220
2024-03-17 22:57:00,010:INFO:Sending: 793f9c4b:JOB:9d8d7d4e;343d9040a671c45832ee5381860e2996;5416;7220;3 to ('127.0.0.1', 61124)
2024-03-17 22:57:00,013:INFO:Received: 02d51043:ACK_JOB: from ('127.0.0.1', 61122)
2024-03-17 22:57:00,013:INFO:Job accepted by 02d51043 ('127.0.0.1', 61122)
2024-03-17 22:57:00,013:INFO:Sending job to: 8fae01f0 ('127.0.0.1', 61125) with iterations from 7221 to 9025
2024-03-17 22:57:00,013:INFO:Sending: 8fae01f0:JOB:9d8d7d4e;343d9040a671c45832ee5381860e2996;7221;9025;3 to ('127.0.0.1', 61125)
2024-03-17 22:57:00,017:INFO:Received: 793f9c4b:ACK_JOB: from ('127.0.0.1', 61124)
2024-03-17 22:57:00,017:INFO:Job accepted by 793f9c4b ('127.0.0.1', 61124)
2024-03-17 22:57:00,018:INFO:Received: 793f9c4b:FAIL:9d8d7d4e from ('127.0.0.1', 61124)
2024-03-17 22:57:00,018:INFO:Job result: FAIL from 793f9c4b ('127.0.0.1', 61124)
2024-03-17 22:57:00,021:INFO:Received: 8fae01f0:ACK_JOB: from ('127.0.0.1', 61125)
2024-03-17 22:57:00,021:INFO:Job accepted by 8fae01f0 ('127.0.0.1', 61125)
2024-03-17 22:57:03,025:INFO:Received: 61068bdc:FAIL:9d8d7d4e from ('127.0.0.1', 61123)
2024-03-17 22:57:03,025:INFO:Job result: FAIL from 61068bdc ('127.0.0.1', 61123)
2024-03-17 22:57:05,019:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:05,019:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:57:05,020:INFO:Received: e2cc215a:FAIL:9d8d7d4e from ('127.0.0.1', 61121)
2024-03-17 22:57:05,020:INFO:Job result: FAIL from e2cc215a ('127.0.0.1', 61121)
2024-03-17 22:57:10,026:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:10,026:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:57:15,030:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:15,030:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:57:20,033:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:20,033:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:57:25,035:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:25,035:INFO:Sending: 9d8d7d4e:PONG: to ('127.0.0.1', 65469)
2024-03-17 22:57:28,128:INFO:Received: 8fae01f0:RESULT:9d8d7d4e;Psw123 from ('127.0.0.1', 61125)
2024-03-17 22:57:28,128:INFO:Job result: 9d8d7d4e;Psw123 from 8fae01f0 ('127.0.0.1', 61125)
2024-03-17 22:57:28,128:INFO:Aborting all active workers
2024-03-17 22:57:28,128:INFO:Sending: 02d51043:ABORT: to ('127.0.0.1', 61122)
2024-03-17 22:57:29,095:INFO:Received: 02d51043:ABORT:9d8d7d4e from ('127.0.0.1', 61122)
2024-03-17 22:57:29,095:INFO:Job 9d8d7d4e aborted by 02d51043 ('127.0.0.1', 61122)
2024-03-17 22:57:30,040:INFO:Received: 9d8d7d4e:PING: from ('127.0.0.1', 65469)
2024-03-17 22:57:30,040:INFO:Job 9d8d7d4e finished in 30.04 seconds
2024-03-17 22:57:30,040:INFO:Sending: 9d8d7d4e:RESULT:Psw123 to ('127.0.0.1', 65469)
